Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Regulation of actin cytoskeleton	10/218	7.150769204445601e-05	0.0013391440510143	0	0	4.957489878542511	47.32273856344131	PDGFRB;ACTR3;CHRM3;PPP1CC;FGF19;PFN4;FGF23;KNG1;FGFR1;ACTG1
KEGG_2021_Human	Melanoma	6/72	8.373603081935455e-05	0.0014374685290655	0	0	9.24742268041237	86.81333560855745	PDGFRB;HGF;FGF19;E2F2;FGF23;FGFR1
KEGG_2021_Human	Pathways of neurodegeneration	15/475	9.15551461474539e-05	0.0014507969312596	0	0	3.408930669800235	31.69817731215311	PRKCG;CHRM3;NDUFB10;DCTN2;UBE2L6;COX5B;COX7A1;TUBA4A;FIG4;PSMC5;TUBB2A;PSMC1;NDUFAB1;PLCG1;NDUFV2
KEGG_2021_Human	Leukocyte transendothelial migration	7/114	0.00015016516549446412	0.0022095731494185	0	0	6.67526996271367	58.767573256253904	PRKCG;AFDN;TXK;PLCG2;PLCG1;MMP9;ACTG1
KEGG_2021_Human	Shigellosis	10/246	0.00019276798750342595	0.0024325247627386	0	0	4.36306868867083	37.32179091476809	ACTR3;CYTH2;H3-5;PLCG2;PFN4;H3C3;PLCG1;H3C7;SKP1;ACTG1
KEGG_2021_Human	ErbB signaling pathway	6/85	0.0002105199505203156	0.0024325247627386	0	0	7.7206055069816	65.36210680281118	PRKCG;NRG4;PLCG2;PLCG1;AREG;ELK1
KEGG_2021_Human	Diabetic cardiomyopathy	9/203	0.00021234656616390604	0.0024325247627386	0	0	4.762076968748313	40.27427007945648	PRKCG;PPP1CC;NDUFB10;NDUFAB1;TNNI3;COX5B;NDUFV2;COX7A1;MMP9
KEGG_2021_Human	Salmonella infection	10/249	0.00021255070742376653	0.0024325247627386	0	0	4.307641488658886	36.426837841647966	ACTR3;DYNC1LI1;CYTH2;TUBB2A;DCTN2;PFN4;RILP;TUBA4A;SKP1;ACTG1
KEGG_2021_Human	Hepatocellular carcinoma	8/168	0.000295244423625165	0.0032010711193044	0	0	5.114583333333333	41.56983470939771	PRKCG;HGF;PLCG2;E2F2;PLCG1;ELK1;ACTG1;SMARCA4
KEGG_2021_Human	Oxidative phosphorylation	7/133	0.000387175514194545	0.0039879077962038	0	0	5.66321243523316	44.49377854852881	NDUFB10;NDUFAB1;NDUFV2;COX5B;COX7A1;ATP6V0C;ATP5ME
KEGG_2021_Human	Calcium signaling pathway	9/240	0.0007188031814807622	0.007051116923097	0	0	3.991772625280479	28.892142803335684	PRKCG;PDGFRB;CHRM3;HGF;FGF19;PLCG2;PLCG1;FGF23;FGFR1
KEGG_2021_Human	Non-small cell lung cancer	5/72	0.0007732638317856864	0.0072405613339932	0	0	7.55185610409491	54.10822023534692	PRKCG;HGF;PLCG2;E2F2;PLCG1
KEGG_2021_Human	Inositol phosphate metabolism	5/73	0.0008234685243405408	0.0073754137397457	0	0	7.440422322775264	52.84176944790253	FIG4;INPP1;INPP5D;PLCG2;PLCG1
KEGG_2021_Human	Glioma	5/75	0.0009311205889878056	0.007992118388812	0	0	7.227106227106227	50.43885435146444	PDGFRB;PRKCG;PLCG2;E2F2;PLCG1
KEGG_2021_Human	Vibrio cholerae infection	4/50	0.0015598806233641	0.0128534163365205	0	0	8.763975155279503	56.64285082988862	PLCG2;PLCG1;ATP6V0C;ACTG1
KEGG_2021_Human	Prion disease	9/273	0.0017632908544473	0.0139706890775441	0	0	3.486910994764398	22.10901514402625	PSMC5;TUBB2A;NDUFB10;PSMC1;NDUFAB1;COX5B;NDUFV2;COX7A1;TUBA4A
KEGG_2021_Human	Hedgehog signaling pathway	4/56	0.0023746314270888	0.0176344868873613	0	0	7.750392464678179	46.83494770645078	CSNK1G3;CUL3;SPOPL;GLI1
KEGG_2021_Human	Systemic lupus erythematosus	6/135	0.0023969205477966	0.0176344868873613	0	0	4.7161352193718535	28.45513419494503	H3-5;H4C14;H4C12;H2BC1;H3C3;H3C7
KEGG_2021_Human	Alcoholism	7/186	0.0027268729153691	0.0193658823221226	0	0	3.975656352215822	23.474659616935444	PPP1CC;H3-5;H4C14;H4C12;H2BC1;H3C3;H3C7
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	5/97	0.002914283262067	0.0193658823221226	0	0	5.492753623188406	32.067417227721045	PRKCG;ACTR3;INPP5D;PLCG2;PLCG1
KEGG_2021_Human	Phosphatidylinositol signaling system	5/97	0.002914283262067	0.0193658823221226	0	0	5.492753623188406	32.067417227721045	PRKCG;INPP1;INPP5D;PLCG2;PLCG1
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	5/98	0.003046494595945	0.0196118089613961	0	0	5.433416046319272	31.47992845042133	PRKCG;PPP1CC;PLCG2;PLCG1;KNG1
KEGG_2021_Human	GnRH secretion	4/64	0.0038612882755342	0.0241037995381836	0	0	6.714285714285714	37.30963669275872	PRKCG;KCNJ11;GNRH1;KCNN4
KEGG_2021_Human	Alzheimer disease	10/369	0.0041274075359194	0.0250072338941001	0	0	2.850168596979915	15.647727100733825	CHRM3;PSMC5;TUBB2A;NDUFB10;PSMC1;NDUFAB1;COX5B;NDUFV2;COX7A1;TUBA4A
KEGG_2021_Human	Phagosome	6/152	0.0043042453861882	0.0253335585587081	0	0	4.163395000706115	22.682814812779835	DYNC1LI1;TUBB2A;ATP6V0C;RILP;TUBA4A;ACTG1
KEGG_2021_Human	mTOR signaling pathway	6/154	0.0045860832876239	0.0262425877014036	0	0	4.106714962385065	22.11354687931576	PRKCG;RPS6KA6;CLIP1;TBC1D7;DEPDC5;LAMTOR5
KEGG_2021_Human	HIF-1 signaling pathway	5/109	0.004800042097825	0.0267245587068096	0	0	4.856015779092703	25.9269023952046	PRKCG;MKNK2;PLCG2;PLCG1;TIMP1
KEGG_2021_Human	Gastric acid secretion	4/76	0.0071076364988025	0.0377751778002772	0	0	5.591836734693878	27.660498564595542	PRKCG;CHRM3;KCNK2;ACTG1
KEGG_2021_Human	Tight junction	6/169	0.0071516113311204	0.0377751778002772	0	0	3.7259502877743342	18.40775032877969	ACTR3;AFDN;PRKCI;PARD6A;TUBA4A;ACTG1
KEGG_2021_Human	Platelet activation	5/124	0.0082090601362042	0.0422766597014516	0	0	4.240680887739711	20.36594137643501	PPP1CC;PRKCI;PLCG2;RASGRP2;ACTG1
KEGG_2021_Human	Vasopressin-regulated water reabsorption	3/44	0.0096544592002155	0.0485077706157169	0	0	7.338987247740498	34.05536215760635	DYNC1LI1;DCTN2;RAB11B
KEGG_2021_Human	Insulin secretion	4/86	0.0108943363724642	0.0534341260173245	0	0	4.90741662518666	22.179129424034084	PRKCG;CHRM3;KCNJ11;KCNN4
KEGG_2021_Human	Gap junction	4/88	0.0117810854608779	0.0564396187195548	0	0	4.790087463556851	21.274023659747563	PDGFRB;PRKCG;TUBB2A;TUBA4A
KEGG_2021_Human	Transcriptional misregulation in cancer	6/192	0.0128979948631561	0.0595649857460141	0	0	3.261390089790489	14.189275778913128	DDX5;H3-5;BCL2A1;H3C3;MMP9;H3C7
KEGG_2021_Human	MicroRNAs in cancer	8/310	0.0130117687309254	0.0595649857460141	0	0	2.690121412803532	11.680240970876868	PRKCG;PDGFRB;EFNA1;PLCG2;E2F2;TIMP3;PLCG1;MMP9
KEGG_2021_Human	Ubiquitin mediated proteolysis	5/140	0.0133907631529275	0.0598011476497799	0	0	3.735042735042735	16.109949447436254	CUL5;CUL3;UBE2L6;UBE3A;SKP1
KEGG_2021_Human	Endocytosis	7/252	0.0136439511628138	0.0598011476497799	0	0	2.8948926720947448	12.431997871824754	ACTR3;SH3GLB2;CYTH2;PRKCI;PARD6A;CAPZB;RAB11B
KEGG_2021_Human	Focal adhesion	6/201	0.0158421339320491	0.0672995012544348	0	0	3.10943695479778	12.888871722786034	PRKCG;PDGFRB;PPP1CC;HGF;ELK1;ACTG1
KEGG_2021_Human	Prostate cancer	4/97	0.0163398709129806	0.0672995012544348	0	0	4.324555628703094	17.79185795383184	PDGFRB;E2F2;MMP9;FGFR1
KEGG_2021_Human	Viral carcinogenesis	6/203	0.0165546067529673	0.0672995012544348	0	0	3.0775550787587003	12.621333011533425	RBL1;H4C14;PSMC1;H4C12;H2BC1;UBE3A
KEGG_2021_Human	Retrograde endocannabinoid signaling	5/148	0.016661527009593	0.0672995012544348	0	0	3.52465483234714	14.432238445186869	PRKCG;GABRB2;NDUFB10;NDUFAB1;NDUFV2
KEGG_2021_Human	Human papillomavirus infection	8/331	0.0185659292832009	0.0735496429296039	0	0	2.5125128998968007	10.01594960609226	PDGFRB;PRKCI;PARD6A;RBL1;PSMC1;IRF1;UBE3A;ATP6V0C
KEGG_2021_Human	Non-alcoholic fatty liver disease	5/155	0.0199263415207939	0.0764302118449443	0	0	3.358974358974359	13.152778650631731	NDUFB10;NDUFAB1;NDUFV2;COX5B;COX7A1
KEGG_2021_Human	Human immunodeficiency virus 1 infection	6/212	0.0200351040758592	0.0764302118449443	0	0	2.941747572815534	11.503025340603914	PRKCG;CUL5;APOBEC3H;PLCG2;PLCG1;SKP1
KEGG_2021_Human	VEGF signaling pathway	3/59	0.0212576490223405	0.0796195581564027	0	0	5.369108049311095	20.676641778420727	PRKCG;PLCG2;PLCG1
KEGG_2021_Human	Hippo signaling pathway	5/163	0.0241406347413341	0.0888030492270507	0	0	3.187601428107757	11.870177531683645	PPP1CC;PRKCI;PARD6A;AREG;ACTG1
KEGG_2021_Human	PI3K-Akt signaling pathway	8/354	0.0264053523777844	0.0954298699969051	0	0	2.3427263969171483	8.513909442296672	PDGFRB;EFNA1;TCL1A;HGF;FGF19;AREG;FGF23;FGFR1
KEGG_2021_Human	Long-term potentiation	3/67	0.0295713073395418	0.105029126068028	0	0	4.696065989847716	16.534616995789808	PRKCG;PPP1CC;RPS6KA6
KEGG_2021_Human	Fc epsilon RI signaling pathway	3/68	0.0307146647785553	0.1072410329556339	0	0	4.623584537290121	16.10401456697529	INPP5D;PLCG2;PLCG1
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	3/70	0.0330703326834923	0.11271963756096	0	0	4.485112508523373	15.290280888801105	PLCG2;PLCG1;ATP6V0C
KEGG_2021_Human	Thyroid hormone signaling pathway	4/121	0.0333781451030027	0.11271963756096	0	0	3.4332810047095763	11.67265392148212	PRKCG;PLCG2;PLCG1;ACTG1
KEGG_2021_Human	Adherens junction	3/71	0.0342825169101805	0.1139064271531804	0	0	4.418931024186325	14.905583581524706	AFDN;ACTG1;FGFR1
KEGG_2021_Human	RNA polymerase	2/31	0.0382674239788824	0.125128402216663	0	0	6.886450714036921	22.47156498788087	POLR2E;POLR2L
KEGG_2021_Human	Bacterial invasion of epithelial cells	3/77	0.0420316296186853	0.1352893078351434	0	0	4.059404582247222	12.865604326296657	ACTR3;ACTG1;CD2AP
KEGG_2021_Human	B cell receptor signaling pathway	3/81	0.047644064808467	0.1481367125973622	0	0	3.850449043342445	11.720756163276285	INPP5D;PLCG2;LILRB1
KEGG_2021_Human	Pathogenic Escherichia coli infection	5/197	0.0482201931968722	0.1481367125973622	0	0	2.618589743589744	7.939504921560638	ACTR3;CYTH2;TUBB2A;TUBA4A;ACTG1
KEGG_2021_Human	Insulin signaling pathway	4/137	0.048899497362236	0.1481367125973622	0	0	3.017799601043425	9.10768346956255	PPP1CC;PRKCI;MKNK2;ELK1
KEGG_2021_Human	Yersinia infection	4/137	0.048899497362236	0.1481367125973622	0	0	3.017799601043425	9.10768346956255	ACTR3;RPS6KA6;PLCG1;ACTG1
KEGG_2021_Human	African trypanosomiasis	2/37	0.0527274511453542	0.1574181874774343	0	0	5.704184704184704	16.785242657704043	PRKCG;KNG1
KEGG_2021_Human	Cardiac muscle contraction	3/87	0.0567137775073644	0.1669005452359582	0	0	3.574329224075417	10.257388785645556	TNNI3;COX5B;COX7A1
KEGG_2021_Human	Breast cancer	4/147	0.0603095808388597	0.1749827275042972	0	0	2.805337519623234	7.878129210447092	FGF19;E2F2;FGF23;FGFR1
KEGG_2021_Human	Phospholipase D signaling pathway	4/148	0.0615220279186882	0.1760213576562468	0	0	2.7857142857142856	7.767574259975069	PDGFRB;CYTH2;PLCG2;PLCG1
KEGG_2021_Human	Gastric cancer	4/149	0.0627473419326677	0.1761370686535686	0	0	2.7663617171006334	7.659057108220177	HGF;FGF19;E2F2;FGF23
KEGG_2021_Human	Bladder cancer	2/41	0.0632725392250683	0.1761370686535686	0	0	5.118104118104118	14.127522570834804	E2F2;MMP9
KEGG_2021_Human	Salivary secretion	3/93	0.0665382374289198	0.1827583588047664	0	0	3.33502538071066	9.037847070802028	PRKCG;CHRM3;KCNN4
KEGG_2021_Human	Oxytocin signaling pathway	4/154	0.0690655992936023	0.1872041244010799	0	0	2.673469387755102	7.14537765353487	PRKCG;PPP1CC;ELK1;ACTG1
KEGG_2021_Human	Choline metabolism in cancer	3/98	0.0752775128137596	0.2013917875277205	0	0	3.158696232968208	8.170200992229566	PDGFRB;PRKCG;PLCG1
KEGG_2021_Human	Proteasome	2/46	0.0773472253700272	0.2042760054644309	0	0	4.535353535353536	11.608013208044897	PSMC5;PSMC1
KEGG_2021_Human	Hepatitis B	4/162	0.0798287777328656	0.2081611166198774	0	0	2.5370705244122966	6.413387552426678	PRKCG;E2F2;ELK1;MMP9
KEGG_2021_Human	Pancreatic secretion	3/102	0.0826150134639867	0.2127336596697658	0	0	3.030456852791878	7.5566376689451715	PRKCG;CHRM3;PNLIP
KEGG_2021_Human	Wnt signaling pathway	4/166	0.0855053845698422	0.2144265117511367	0	0	2.473922902494331	6.083811648545854	PRKCG;RUVBL1;TLE7;SKP1
KEGG_2021_Human	C-type lectin receptor signaling pathway	3/104	0.0863951479385647	0.2144265117511367	0	0	2.9701462532040006	7.273364724037877	IRF1;CARD9;PLCG2
KEGG_2021_Human	NF-kappa B signaling pathway	3/104	0.0863951479385647	0.2144265117511367	0	0	2.9701462532040006	7.273364724037877	BCL2A1;PLCG2;PLCG1
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	3/106	0.090247543166112	0.221321355859751	0	0	2.912177812823419	7.004366885624175	PRKCG;FGF23;FGFR1
KEGG_2021_Human	Insulin resistance	3/108	0.0941706690966622	0.2255716027199118	0	0	2.856417693981146	6.748705308028375	PPP1CC;RPS6KA6;TRIB3
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	3/108	0.0941706690966622	0.2255716027199118	0	0	2.856417693981146	6.748705308028375	UTP4;WDR75;UTP14A
KEGG_2021_Human	Pyrimidine metabolism	2/56	0.1079975643594305	0.2557183707820999	0	0	3.6936026936026938	8.220654292796869	RRM2B;TK2
KEGG_2021_Human	Axon guidance	4/182	0.1100876128420356	0.2577050936984016	0	0	2.249713368493465	4.9639447407887465	EFNA1;PARD6A;PLCG2;PLCG1
KEGG_2021_Human	Growth hormone synthesis, secretion and action	3/119	0.1169417814626649	0.2676667442367664	0	0	2.584106423945388	5.545696691343623	PRKCG;PLCG2;PLCG1
KEGG_2021_Human	Neurotrophin signaling pathway	3/119	0.1169417814626649	0.2676667442367664	0	0	2.584106423945388	5.545696691343623	RPS6KA6;PLCG2;PLCG1
KEGG_2021_Human	Cell cycle	3/124	0.1279117628948558	0.2895584962235198	0	0	2.476695892939548	5.093113606778357	RBL1;E2F2;SKP1
KEGG_2021_Human	Cytosolic DNA-sensing pathway	2/63	0.1310431018295034	0.2902675158804054	0	0	3.2685875144891536	6.642518297732	POLR2E;POLR2L
KEGG_2021_Human	Lysine degradation	2/63	0.1310431018295034	0.2902675158804054	0	0	3.2685875144891536	6.642518297732	SUV39H2;MECOM
KEGG_2021_Human	Oocyte meiosis	3/129	0.1392329274452611	0.305127479294934	0	0	2.3778100072516315	4.688106881874375	PPP1CC;RPS6KA6;SKP1
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	3/131	0.1438539098727956	0.3104631094264277	0	0	2.340418781725888	4.537971401166285	PRKCG;PLCG2;PLCG1
KEGG_2021_Human	Epstein-Barr virus infection	4/202	0.144681837402607	0.3104631094264277	0	0	2.020408163265306	3.9058897765052847	PSMC5;PSMC1;PLCG2;E2F2
KEGG_2021_Human	Amphetamine addiction	2/69	0.1515987898971927	0.321952069266203	0	0	2.974973616764661	5.612340646899519	PRKCG;PPP1CC
KEGG_2021_Human	Central carbon metabolism in cancer	2/70	0.1550849226995339	0.3259948375112652	0	0	2.931075460487225	5.462886925837976	PDGFRB;FGFR1
KEGG_2021_Human	Apoptosis	3/142	0.1701252400646478	0.3519940074245311	0	0	2.1540006573421464	3.815209920769243	BCL2A1;TUBA4A;ACTG1
KEGG_2021_Human	cAMP signaling pathway	4/216	0.1711183244038166	0.3519940074245311	0	0	1.8856372737774356	3.3289040548034623	PPP1CC;AFDN;TNNI3;GLI1
KEGG_2021_Human	Spinocerebellar ataxia	3/143	0.1725795861644545	0.3519940074245311	0	0	2.1385061638868748	3.7571345929995696	PRKCG;PSMC5;PSMC1
KEGG_2021_Human	Chronic myeloid leukemia	2/76	0.1763024531867548	0.3560618172203088	0	0	2.6926016926016927	4.673156378016087	MECOM;E2F2
KEGG_2021_Human	Synaptic vesicle cycle	2/78	0.1834746263330842	0.3669492526661685	0	0	2.621477937267411	4.445184817601474	ATP6V0C;CPLX1
KEGG_2021_Human	Coronavirus disease	4/232	0.2031974404061652	0.3975352601086639	0	0	1.7518796992481205	2.791755475410188	PRKCG;RPL41;PLCG2;PLCG1
KEGG_2021_Human	Cellular senescence	3/156	0.2053335698604685	0.3975352601086639	0	0	1.9555091071961777	3.0958045065555937	PPP1CC;RBL1;E2F2
KEGG_2021_Human	Mismatch repair	1/23	0.2064867613185778	0.3975352601086639	0	0	4.517587939698492	7.126580711797677	EXO1
KEGG_2021_Human	Protein export	1/23	0.2064867613185778	0.3975352601086639	0	0	4.517587939698492	7.126580711797677	SRPRA
KEGG_2021_Human	Vitamin digestion and absorption	1/24	0.2144310182188985	0.4090073125286397	0	0	4.320952589032117	6.653261007649563	PNLIP
KEGG_2021_Human	GABAergic synapse	2/89	0.2235550003741977	0.4186575461553157	0	0	2.2887495646116336	3.428770706989903	PRKCG;GABRB2
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	2/89	0.2235550003741977	0.4186575461553157	0	0	2.2887495646116336	3.428770706989903	BATF2;PLCG1
KEGG_2021_Human	Hypertrophic cardiomyopathy	2/90	0.2272373036176318	0.4217196805876771	0	0	2.2626262626262625	3.352670034774279	TNNI3;ACTG1
KEGG_2021_Human	Morphine addiction	2/91	0.2309239500321694	0.4247351223805973	0	0	2.237090001134945	3.2788286401533377	PRKCG;GABRB2
KEGG_2021_Human	Collecting duct acid secretion	1/27	0.2377920775242915	0.4306275884364259	0	0	3.821801314263626	5.489477227235043	ATP6V0C
KEGG_2021_Human	GnRH signaling pathway	2/93	0.2383084712706434	0.4306275884364259	0	0	2.187701187701188	3.1375777372613727	GNRH1;ELK1
KEGG_2021_Human	TGF-beta signaling pathway	2/94	0.2420054666899618	0.4335054446794099	0	0	2.163812033377251	3.070005614813883	RBL1;SKP1
KEGG_2021_Human	Influenza A	3/172	0.2473527954934082	0.4391264867053595	0	0	1.7689304057910071	2.471089003542929	CPSF4;ACTG1;RAB11B
KEGG_2021_Human	Dilated cardiomyopathy	2/96	0.2494067909928498	0.4391264867053595	0	0	2.117558564367075	2.9405900871231445	TNNI3;ACTG1
KEGG_2021_Human	mRNA surveillance pathway	2/98	0.2568151396703299	0.4471260922058766	0	0	2.073232323232323	2.818349436543183	PPP1CC;CPSF4
KEGG_2021_Human	Ascorbate and aldarate metabolism	1/30	0.2604618012849767	0.4471260922058766	0	0	3.425922717033443	4.608890626901229	RGN
KEGG_2021_Human	Pentose phosphate pathway	1/30	0.2604618012849767	0.4471260922058766	0	0	3.425922717033443	4.608890626901229	RGN
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	2/100	0.2642273190435063	0.4498415514294405	0	0	2.0307153164296023	2.702771390555414	PLCG2;PLCG1
KEGG_2021_Human	Circadian rhythm	1/31	0.2678682819607093	0.4523021810156238	0	0	3.3115577889447234	4.362182296847866	SKP1
KEGG_2021_Human	SNARE interactions in vesicular transport	1/33	0.2824605485993796	0.4730640082233511	0	0	3.1042713567839195	3.9244707255325473	USE1
KEGG_2021_Human	Drug metabolism	2/108	0.2938547028204486	0.4881779740404227	0	0	1.8766914427291783	2.298327412458919	RRM2B;TK2
KEGG_2021_Human	Chemokine signaling pathway	3/192	0.3014492960908019	0.491095898121741	0	0	1.580130529369108	1.8948189743642063	PLCG2;PLCG1;RASGRP2
KEGG_2021_Human	DNA replication	1/36	0.3038080819844295	0.491095898121741	0	0	2.8377602297200286	3.380791434126185	POLA1
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	3/193	0.3041781989818723	0.491095898121741	0	0	1.5717339032861342	1.870585852845177	PLCG2;E2F2;PLCG1
KEGG_2021_Human	TNF signaling pathway	2/112	0.3086170575351828	0.491095898121741	0	0	1.808080808080808	2.1256775548508937	IRF1;MMP9
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	1/37	0.3107825442509396	0.491095898121741	0	0	2.758793969849246	3.2240971983470845	PRKCG
KEGG_2021_Human	Cholinergic synapse	2/113	0.3122988478346994	0.491095898121741	0	0	1.7917007917007917	2.0851718925161022	PRKCG;CHRM3
KEGG_2021_Human	Serotonergic synapse	2/113	0.3122988478346994	0.491095898121741	0	0	1.7917007917007917	2.0851718925161022	PRKCG;GABRB2
KEGG_2021_Human	Primary immunodeficiency	1/38	0.3176874819497763	0.4957850097094994	0	0	2.684096156457965	3.07781854672427	AICDA
KEGG_2021_Human	Nicotine addiction	1/40	0.3312915354401823	0.5131282428622372	0	0	2.54619250096637	2.8129227654318845	GABRB2
KEGG_2021_Human	Sphingolipid signaling pathway	2/119	0.3342934948533607	0.5139138801477038	0	0	1.6993006993006994	1.8619848571697335	PRKCG;KNG1
KEGG_2021_Human	Homologous recombination	1/41	0.3379920100397979	0.5157507708755436	0	0	2.4824120603015074	2.6927543377926204	EME1
KEGG_2021_Human	Fat digestion and absorption	1/43	0.3511932019412653	0.5319544088227989	0	0	2.363962670495334	2.473694919601735	PNLIP
KEGG_2021_Human	Osteoclast differentiation	2/127	0.3632905914777368	0.5413058208871592	0	0	1.58989898989899	1.6098557795920132	PLCG2;LILRB1
KEGG_2021_Human	Basal transcription factors	1/45	0.3641324366778817	0.5413058208871592	0	0	2.256281407035176	2.279380404926681	TAF5L
KEGG_2021_Human	Lysosome	2/128	0.36688342802432	0.5413058208871592	0	0	1.5772005772005773	1.5814765512286706	MFSD8;ATP6V0C
KEGG_2021_Human	Purine metabolism	2/129	0.3704684745885532	0.5413058208871592	0	0	1.5647021395052891	1.5537287687021244	RRM2B;HDDC3
KEGG_2021_Human	Type II diabetes mellitus	1/46	0.3705054405101429	0.5413058208871592	0	0	2.2060301507537687	2.1903389894516705	KCNJ11
KEGG_2021_Human	Dopaminergic synapse	2/132	0.3811748654446817	0.5503730138572837	0	0	1.5283605283605284	1.4740992128790684	PRKCG;PPP1CC
KEGG_2021_Human	Intestinal immune network for IgA production	1/48	0.3830614060395898	0.5503730138572837	0	0	2.111942692184326	2.026535673888961	AICDA
KEGG_2021_Human	Vascular smooth muscle contraction	2/133	0.3847267669681982	0.5503730138572837	0	0	1.5166165471508983	1.4487053288734584	PRKCG;PPP1CC
KEGG_2021_Human	Human cytomegalovirus infection	3/225	0.391356378475756	0.5559959583862465	0	0	1.3429825764851149	1.2599012158923015	PRKCG;E2F2;ELK1
KEGG_2021_Human	Malaria	1/50	0.3953681557510544	0.5578482197583371	0	0	2.025535842477695	1.8795714928238212	HGF
KEGG_2021_Human	Fluid shear stress and atherosclerosis	2/139	0.4058480895063414	0.5687394995803152	0	0	1.44975300449753	1.3073529773997317	MMP9;ACTG1
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	1/53	0.4133717413870322	0.5753687751738421	0	0	1.9083880943177425	1.6858852917962188	PRKCG
KEGG_2021_Human	Fanconi anemia pathway	1/54	0.4192535996279672	0.5764371181013321	0	0	1.8722859580923483	1.627539412897697	EME1
KEGG_2021_Human	Signaling pathways regulating pluripotency of stem cells	2/143	0.4197357656077661	0.5764371181013321	0	0	1.4083387062110466	1.2226209334221314	LIFR;FGFR1
KEGG_2021_Human	Glutathione metabolism	1/57	0.4365494010474847	0.591053891324259	0	0	1.7717157214644652	1.4684931926330618	RRM2B
KEGG_2021_Human	Endometrial cancer	1/58	0.4421999998339941	0.591053891324259	0	0	1.740544829410209	1.4202724160163902	ELK1
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	2/150	0.4436350681034258	0.591053891324259	0	0	1.3412503412503411	1.0901052026516995	PPP1CC;TNNI3
